,Date,Startup Name,Industry,Sub-Vertical,City,Investors’ Name,Investment Type,Amount (In USD)
2874,2015-09-15,FYNE,Home Fitting & Fixtures Marketplace,Home Fitting & Fixtures Marketplace,Bengaluru,Sandeep Dama & Others,Seed Funding,
2875,2017-09-21,91SpringBoard,Consumer Internet,Co-working spaces,Delhi,"Sandway Investment Ltd, Pearl Brook Holdings, Silo Holdings and Al Nour",Private Equity,
2876,2016-11-22,ShubhLoans,Technology,Consumer Finance & Credit Score platform,Bengaluru,"Sanjai Vohra, V. Bunty Bohra",Seed Funding,
2877,2016-07-25,Lucideus,Technology,Cyber Security Solutions,Delhi,Sanjay Baweja,Seed Funding,
2878,2016-01-16,Plick,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,Sanjay Mehta,Seed ,
2879,2015-10-07,Naturally Yours,Organic Food etailer,Organic Food etailer,Mumbai,Sanjay Mehta,Seed Funding,
2880,2015-08-06,LoudShout,anonymous bulletin board app,anonymous bulletin board app,Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,
2881,2016-06-17,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bengaluru,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,
2882,2016-06-08,Shopwati,Consumer Internet,Online Fashion Discussion Community,Gurugram,Sanjiv Rai,Seed Funding,
2883,2017-05-16,Niki.ai,Technology,AI-based chatbot,Bengaluru,SAP,Private Equity,
2884,2016-08-31,inclov,Consumer Internet,Matchmaking App for Disabled,Mumbai,"Sarbvir Singh, Raghav Bahl",Seed Funding,
2885,2015-11-30,Bro4U,Hyperlocal Online Home services provider,Hyperlocal Online Home services provider,Bengaluru,Sargod Ventures,Seed Funding,
2886,2016-07-18,ImageProVision,Technology,Image Analysis Solutions,Pune,Satish Jamdar,Seed Funding,
2887,2016-08-22,Zzungry,Consumer Internet,Online Food Delivery,Bengaluru,"Satish Vasudeva, Madhusudhan Jujare & Others",Seed Funding,
2888,2017-03-31,FalconBrick,Technology,Real-Estate Workflow mobile app,Bengaluru,"Satveer Thakral, LetsVenture, Mumbai Angels",Seed Funding,
2889,2017-02-03,Stockroom.io,Consumer Internet,Curated Platform for Developers,Hyderabad,"Satya D Sinha, Gyanendra Singh",Seed Funding,
2890,2016-02-15,Jugnoo,Consumer Internet,Transportation & On-demand delivery aggregator,Chandigarh,Saumya Tandon,Private Equity,
2891,2017-01-19,PParke,Consumer Internet,Parking Solutions mobile app,Bengaluru,SB Ventures,Seed Funding,
2892,2017-06-06,Hungry Foal,Consumer Internet,For profit Social Venture,Gurugram,SBI (Stand Up India Scheme),Private Equity,
2893,2016-09-14,LensPick,ECommerce,eyewear eTailer,Bengaluru,Scadea Solutions Inc,Private Equity,
2894,2017-12-01,Strata Enviro,Technology,IoT based air pollution controller,Mumbai,Scale Minds,Private Equity,
2895,2016-08-25,EngineerBabu,Technology,Mobile App & Web Development company,Indore,Scale Ventures,Seed Funding,
2896,2016-09-26,Let’s Barter,Consumer Internet,Goods & Services Barter Platform,Delhi,Scale Ventures Funds,Seed Funding,
2897,2017-01-19,Fitnapp,Consumer Internet,Fitness Mobile App,Noida,SD Group,Private Equity,
2898,2017-01-25,LoyaltyPrime,Technology,Loyalty program management solutions,Delhi,"Senovo, Unternehmertum Venture Capital, Alexander Bruehl",Private Equity,
2899,2015-02-25,PepperTap,Industry / Vertical,Sub-Vertical,City / Location,Sequoia Capital,Seed,
2900,2017-06-21,OneAssist,Consumer Internet,Credit card fraud protection,Mumbai,Sequoia Capital,Private Equity,
2901,2016-07-01,PressPlay TV,Consumer Internet,Video Content Discovery Platform,Delhi,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",Private Equity,
2902,2016-09-01,Mad Street Den,Technology,Artificial Intelligence platform,Chennai,"Sequoia India, Exfinity Ventures, growX ventures,",Private Equity,
2903,2016-04-12,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,Shaan,Seed Funding,
2904,2017-10-09,IBSFintech,Technology,Treasury Risk Management Solution,Bengaluru,Shailesh Haribhakti,Seed Funding,
2905,2017-09-19,Noticeboard,Technology,"mobile-first communication platform for on-field staff,",Bengaluru,"Shamik Sharma, Aprameya Radhakrishna",Seed Funding,
2906,2017-01-25,Wishberry,Consumer Internet,Crowdfunding Platform,Mumbai,"Sharad Sharma, Rajan Anandan,  Amit Ranjan, Alok Mittal & others",Seed Funding,
2907,2015-06-03,MyPoolin,P2P Payments platform,P2P Payments platform,Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,  Arjun Malhotra, Gautam Gandhi",Seed Funding,
2908,2015-09-23,Amigobulls,Stock Market Portal,Stock Market Portal,Bengaluru,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,
2909,2018-04-19,mamaearth,Healthcare,Online Baby care Products,Gurugram,Shilpa Shetty Kundra,Private Equity,
2910,2018-06-29,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Seed/ Angel Funding,
2911,2015-12-08,HeyBiz,Online Shopping Assistant Mobile app,Online Shopping Assistant Mobile app,Delhi,Shopclues,Seed Funding,
2912,2015-03-10,Localbanya,Industry / Vertical,Sub-Vertical,City / Location,Shrem Strategies,Private Equity,
2913,2017-03-22,The Mons Co.,ECommerce,Pregnancy & Baby Care etailer,Delhi,"Shripad Nadkarni, Nandu Nandkishore",Seed Funding,
2914,2017-08-03,Zoctr,Consumer Internet,Health Products & Services Aggregator,Mumbai,SIDBI,Private Equity,
2915,2015-06-09,Printland,Online Printing Services,Online Printing Services,Delhi,SIDBI Venture Capital Ltd,Private Equity,
2916,2017-03-10,iOrderFresh,ECommerce,Online fresh fruits and grocery store,Delhi,Singapore Angel Network,Seed Funding,
2917,2017-01-23,SmartHi,Technology,Audit automation Solutions,Pune,Singapore based investor,Seed Funding,
2918,2015-11-11,Grab,Hyperlocal Logistics Service Provider,Hyperlocal Logistics Service Provider,Mumbai,Sixth Sense Ventures,Seed Funding,
2919,2016-02-08,Weddingz,Consumer Internet,online marketplace for wedding venues and vendors,Mumbai,Sixth Sense Ventures,Private Equity,
2920,2017-08-29,Fieldassist,Technology,SAAS based sales force automation services,Gurugram,Small Industries Development Bank of India (SIDBI),Debt Funding,
2921,2015-03-18,GoJavas,Industry / Vertical,Sub-Vertical,City / Location,Snapdeal,Private Equity,
2922,2016-02-01,Blue Tokai Coffee,ECommerce,Specialty Coffee Etailer,Delhi,Snow Leopard Technology Ventures,Seed Funding,
2923,2017-08-22,EasyGov,Consumer Internet,Govt service application portal,Noida,"Social Alpha, Rajan Anandan, Rajeev Ahuja, Kshitij Arora",Seed Funding,
2924,2018-02-09,WebEngage,Technology,Marketing Cloud for consumer businesses,Mumbai,Social Capital,Private Equity,
2925,2016-03-30,True Balance,Technology,Mobile Balance Check App,Gurugram,SoftBank Ventures Korea,Private Equity,
2926,2016-06-28,MySuperBrain,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed Funding,
2927,2016-08-18,Sesame Software,Technology,Financial Technology Solutions Provider,Kozhikode,Speridian Technologies,Private Equity,
2928,2015-02-05,Kobster.com,Industry / Vertical,Sub-Vertical,City / Location,Splice Advisors,Seed,
2929,2015-10-20,iChef.in,Gourmet Meals Delivery,Gourmet Meals Delivery,Mumbai,Springboard Ventures,Private Equity,
2930,2015-06-22,SkillAngels,Brain Games Platform,Brain Games Platform,Chennai,Sprout Angels LLP,Seed Funding,
2931,2017-07-07,Upwardly.in,Consumer Internet,MF investment platform,Bengaluru,"Sreeram Iyer, Suvo Sarkar, Anita Gupta, Likemind Ventures",Seed Funding,
2932,2017-11-17,Perspectico,Technology,Placement preparation and career growth training platform,Delhi,"SSCBS Innovation, Incubation Foundation (SIIF)",Seed/Angel Funding,
2933,2016-07-12,GyanDhan,Consumer Internet,Education Focused Financing Platform,Delhi,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed Funding,
2934,2017-10-03,ChqBook,Consumer Internet,Home Loans Aggregation platform,Gurugram,"Startup Buddy, Apurva Chamaria,Sachin Arora, Bharat Gupta, Amit Manocha",Seed Funding,
2935,2016-04-14,Wedwise,Consumer Internet,Wedding related services community,Delhi,StartUp Equity Partners,Seed Funding,
2936,2016-05-02,Airwood,Technology,Agri Data & Analytics Platform,Chennai,StartupXseed Ventures,Seed Funding,
2937,2016-02-23,Aarav UAV,Technology,unmanned aerial vehicles creator,Kanpur,"StartupXseed Ventures, The Phoenix Fund and others",Seed Funding,
2938,2015-09-11,Renomania,Home Design & Décor platform,Home Design & Décor platform,Delhi,Subodh Gupta,Seed Funding,
2939,2016-05-18,Fundamentor,Education,Aptitude Development Program,Pune,Subramanya SV,Seed Funding,
2940,2016-03-04,Arcatron Mobility,Technology,Smart wheelchair Design and Development,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Funding,
2941,2016-02-18,Unlaze,Consumer Internet,Social Networking app for outdoor interests,Gurugram,"Sujal Shah, Dino Morea",Seed Funding,
2942,2015-11-13,Flashdoor,On Demand Laundry Service platform,On Demand Laundry Service platform,Bengaluru,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,
2943,2016-05-18,Parentlane,Consumer Internet,Parenting & Child Care app,Bengaluru,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,
2944,2016-09-20,JoeHukum,Technology,Enterprise customer engagement solutions,Delhi,Sumit Jain,Seed Funding,
2945,2015-04-29,Dazo,Mobile Food Ordering app,Mobile Food Ordering app,Bengaluru,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",Seed Funding,
2946,2016-07-15,BaggOut,ECommerce,Women’s Fashion etailer,Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,
2947,2016-10-06,Sportido,Consumer Internet,Sports Discovery platform,Noida,Sumpoorna Group,Seed Funding,
2948,2017-06-06,GyanDhan,Consumer Internet,Education Marketplace,Delhi,Sundaram Finance Holdings,Private Equity,
2949,2015-05-21,SunTerrace,Rooftop Solar Plants,Rooftop Solar Plants,Delhi,Sunergy Investors,Private Equity,
2950,2017-07-21,Monsoon Fintech,Technology,Machine Learning Access platform,Delhi,"Sunil Kalra, Aditya Singh, Rishi Srivastava, Rajan Anandan",Seed Funding,
2951,2015-06-18,CAKART.in,Online Education Marketplace,Online Education Marketplace,Bengaluru,Sunil Maheshwari & group of investors,Seed Funding,
2952,2015-02-13,CimplyFive,Industry / Vertical,Sub-Vertical,City / Location,"Suresh Senapaty, TV Mohandas Pai",Seed,
2953,2015-10-30,Instavans,Truck Aggregator & Logistics service,Truck Aggregator & Logistics service,Bengaluru,Suresh Vaswani,Seed Funding,
2954,2017-04-11,Sports Flashes,Consumer Internet,Online Sports portal & Mobile app,Delhi,"Sushil Kumar, Sandeep Singh",Seed Funding,
2955,2016-08-17,ZiPi,Technology,Mobile Chatbot App,Bengaluru,Swan Angel Network,Seed Funding,
2956,2016-07-22,SimplyMoveIn,ECommerce,online marketplace for curated rental properties,Bengaluru,Swastika Company Ltd,Seed Funding,
2957,2016-10-25,Pickrr,Technology,Courier Logistics & Order management Solutions,Delhi,Swastika Company Ltd,Seed Funding,
2958,2016-07-29,HelloDhobi,Consumer Internet,On-Demand Laundry & Dry cleaning Services,Pune,Swastika Company Ltd,Seed Funding,
2959,2016-07-21,AbeRuk,ECommerce,Online Marketplace for books,Bengaluru,Swastika Company Pvt Ltd,Seed Funding,
2960,2016-02-02,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bengaluru,"T V Mohandas Pai,  Aarin Capital",Seed Funding,
2961,2015-09-29,Brigge,Activity Based Social Network,Activity Based Social Network,Chennai,The Chennai Angels,Seed Funding,
2962,2016-12-07,Netree,ECommerce,Mobile-only Retailers Engagement Solution,Delhi,"The Chennai Angels, LetsVenture",Seed Funding,
2963,2016-12-26,The Postbox,ECommerce,Art & Lifestyle ECommerce Store,Chennai,"The Chennai Angels, Ritesh Mehta, Aruna Ganesh Ram",Seed Funding,
2964,2015-04-22,FindYahan,Hyperlocal services marketplace,Hyperlocal services marketplace,Delhi,The Phoenix Fund,Private Equity,
2965,2015-12-02,Kaaryah,Womens Fashion Wear Portal,Womens Fashion Wear Portal,Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,
2966,2017-02-10,Redesyn,Consumer Internet,Tech Enabler for Artists,Mumbai,ThinQbate,Seed Funding,
2967,2016-06-20,The Indian IRIS,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,Timbru Ventures,Seed Funding,
2968,2016-01-15,Zoctr,Consumer Internet,healthcare aggregator platform,Mumbai,Times Group,Seed Funding,
2969,2015-11-03,Findyahan,hyperlocal online Services platform,hyperlocal online Services platform,Noida,Times Group Brand Capital,Private Equity,
2970,2016-04-05,Haptik,Technology,Personal Assistant App,Mumbai,Times Internet Ltd,Private Equity,
2971,2017-04-26,Myra,Consumer Internet,Online Pharmacy,Bengaluru,"Times Internet,Matrix Partners",Private Equity,
2972,2017-08-09,DoodhWala,Consumer Internet,Online milk delivery,Bengaluru,Tom Varkey,Seed Funding,
2973,2018-04-19,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,TR Capital,Private Equity,
2974,2015-08-06,Klozee,Luxury Apparel rental,Luxury Apparel rental,Bengaluru,Tracxn Labs,Seed Funding,
2975,2015-07-21,ZenRadius,Online Hiring Platform,Online Hiring Platform,Bengaluru,"Tracxn Labs, Deepak Singh",Seed Funding,
2976,2015-06-29,StayGlad,Beauty services Mobile Marketplace,Beauty services Mobile Marketplace,Bengaluru,"Tracxn Labs, Sahil Barua",Seed Funding,
2977,2016-02-24,LoanZen,Consumer Internet,Peer to peer Lending marketplace,Bengaluru,Tracxn Syndicate,Seed Funding,
2978,2015-10-29,Tavaga,Investment management platform,Investment management platform,Mumbai,Tracxn Syndicate,Seed Funding,
2979,2015-11-26,KountMoney,Online Lending Marketplace,Online Lending Marketplace,Bengaluru,"Tracxn, Ashish Goenka & Others",Seed Funding,
2980,2015-12-09,JoeHukum,Chat based personal Assistant App,Chat based personal Assistant App,Gurugram,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,
2981,2018-05-30,Events High,Consumer Internet ,Events and Activities Discovery Platform,Bengaluru,Treebo,Private Equity,
2982,2018-02-13,Awaaz De,Technology,Mobile Solutions for Social Impact,Ahmedabad,Tribe Impact Capital LLP,Seed / Angle Funding,
2983,2017-08-02,Ethinos,Technology,Digital Marketing Agency,Mumbai,Triton Investment Advisors,Private Equity,
2984,2015-12-18,Focus Digit,ECommerce platform solutions,ECommerce platform solutions,Delhi,Turning Ideas,Seed Funding,
2985,2016-02-05,Magic Crate,Education,Children Education Platform,Bengaluru,"TV Mohandas Pai, Aarin Capital",Seed Funding,
2986,2016-01-28,JustDoc,Consumer Interne,Medical Video Consultation platform,Bengaluru,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",Seed ,
2987,2015-11-11,Gingercrush,Product Customization Platform,Product Customization Platform,Vadodara,TV Mohandas Pai’s family office,Seed Funding,
2988,2016-06-11,Redsun Telematics,Consumer Internet,Internet of Things Platform,Chennai,TVS Automobile Solutions Ltd,Private Equity,
2989,2016-06-11,AutoSense,Technology,Data Analytics based Customer Management Services,Delhi,TVS Automobile Solutions Ltd,Private Equity,
2990,2016-06-11,Jazzmyride,ECommerce,Auto Parts & Accessories eTailer,Delhi,TVS Automobile Solutions Ltd,Private Equity,
2991,2017-07-18,Ambee,Consumer Internet,Ambulance Aggregation Services,Hyderabad,"Uber Technologies Inc, Amaya Capital LLP",Seed Funding,
2992,2015-12-24,Kolabro,Real Estate focused Tech platform,Real Estate focused Tech platform,Gurugram,"Umang Kumar, Ruchir Arora & others",Seed Funding,
2993,2017-01-20,Connaizen,Technology,Data Analytics platform,Delhi,Umang Moondra,Seed Funding,
2994,2015-08-19,Fashionove,Fashion Search & Review Platform,Fashion Search & Review Platform,Kolkata,Umesh Yadav,Seed Funding,
2995,2015-03-26,ePoise,Industry / Vertical,Sub-Vertical,City / Location,Undisclosed,Seed Funding,
2996,2017-03-03,Emojifi,Consumer Internet,Mobile App for live emoji,Hyderabad,Undisclosed angel investors,Seed Funding,
2997,2016-04-20,Broomberg,Consumer Internet,Cleaning Services Provider,Delhi,Undisclosed Angel investors & HNIs,Seed Funding,
2998,2016-08-16,Gradopedia,Consumer Internet,Career progression Portal,Mumbai,Undisclosed Dubai based HNIs,Seed Funding,
2999,2016-06-28,BlogBeats,Consumer Internet,Online Blogging Platform,Bengaluru,Undisclosed Investor,Seed Funding,
3000,2016-11-04,vImmune,Consumer Internet,Immunisation Management Platform,Bengaluru,Undisclosed investor,Seed Funding,
3001,2016-06-20,Dipper,ECommerce,Freight Logistics Marketplace,Delhi,Undisclosed investor,Seed Funding,
3002,2016-10-05,MuhurtMaza,Consumer Internet,Online Puja Booking Service,Pune,Undisclosed Investor,Seed Funding,
3003,2016-02-29,PinClick,Consumer Internet,Online real estate listings,Bengaluru,Undisclosed investors,Private Equity,
3004,2017-03-29,Zapyle,ECommerce,Luxury Fashion Marketplace,Bengaluru,Undisclosed Investors,Seed Funding,
3005,2016-01-09,Lumiere,ECommerce,Organic Food eTailer,Bengaluru,Undisclosed investors,Private Equity,
3006,2016-01-07,Bikxie,Consumer Internet,Two Wheeler Taxi Service,Gurugram,Undisclosed Investors,Seed Funding,
3007,2016-06-01,Chikoop,Consumer Internet,Free Ad based Voice Calling,Indore,Undisclosed Investors,Seed Funding,
3008,2015-12-11,GetFocus,Indoor Navigation & Analytics Solutions,Indoor Navigation & Analytics Solutions,Mumbai,Undisclosed investors,Seed Funding,
3009,2017-09-20,HWell24 Plus,Healthcare,Technology-Empowered Healthcare Solutions,Mumbai,Undisclosed Investors,Seed Funding,
3010,2015-05-12,WorkHorse,Service-On-Demand Mobile App,Service-On-Demand Mobile App,Mumbai,Undisclosed Investors,Seed Funding,
3011,2016-01-01,Helpi,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,Undisclosed Investors,Seed Funding,
3012,2015-11-30,Butterfly Interactive,extra curricular activities marketplace app,extra curricular activities marketplace app,Delhi,Undisclosed investors,Seed Funding,
3013,2017-05-30,SimpliLend,Consumer Internet,Online Lending,Delhi,Undisclosed Investors,Seed Funding,
3014,2017-05-29,Wowflux,Technology,image Processing solution,Delhi,Undisclosed Investors,Seed Funding,
3015,2015-12-08,mFicient,Cloud Enterprise Mobility Platform,Cloud Enterprise Mobility Platform,Delhi,Undisclosed investors,Seed Funding,
3016,2016-04-15,MInd Your Fleet,Consumer Internet,Car Rental Software,Noida,Undisclosed Investors,Seed Funding,
3017,2017-02-02,Clodura,Technology,Intelligent Sales Assistant,Pune,Undisclosed Investors,Seed Funding,
3018,2016-05-03,BoiBanit,Consumer Internet,Online Food Delivery platform,Vadodara,Undisclosed investors,Seed Funding,
3019,2016-05-17,Crownit,Consumer Internet,Mobile customer rewards management platform,Gurugram,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity,
3020,2017-04-03,SmartCoin,Consumer Internet,Micro Lending platform,Bengaluru,Unicorn India Ventures & Others,Private Equity,
